name,link,monWT,tueWT,wedWT,thuWT,friWT,satWT,sunWT,avgBill,rating,rateAmount,address,distMetro,metro,photoAmount,menuPositions,reviewsAmount,cuisine,tablesAmount,phoneListed,reservationButton,categories,name_repeats,lat,lon,metro_m^2
La Scarpetta,https://yandex.ru/maps/org/la_scarpetta/1347074876/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2500,4.7,1769.0,"Москва, Оболенский пер., 9, корп. 1",370 м,Фрунзенская,262.0,53,805.0,"итальянская, авторская",,True,False,"Ресторан, Пиццерия, Кафе",1,55.730593,37.579124,
Lari,https://yandex.ru/maps/org/lari/1003237546/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-3000,4.8,2967.0,"Москва, ул. Щепкина, 33",480 м,Проспект Мира,49.0,29,1341.0,"грузинская, европейская, кавказская, национальная, мясная, авторская",35–50,True,True,"Ресторан, Банкетный зал, Кафе",1,55.779859,37.628747,
Larionov,https://yandex.ru/maps/org/larionov/175764129215/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2500,4.6,1692.0,"Москва, Ленинградский просп., 36, стр. 31",590 м,Динамо,222.0,62,702.0,"европейская, русская, авторская, морская, мясная, рыбная, смешанная",,True,False,Ресторан,1,55.787958,37.567042,
Ласточка,https://yandex.ru/maps/org/lastochka/166167751500/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,8000-8500,4.8,5203.0,"Москва, Лужнецкая набережная",880 м,Воробьёвы горы,526.0,31,1686.0,"европейская, итальянская, японская, морская",,True,True,Ресторан,3,55.711326,37.559254,
Lauren Parker,https://yandex.ru/maps/org/lauren_parker/127022736997/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1800-2000,4.8,956.0,"Москва, ул. Станиславского, 15",730 м,Таганская,263.0,0,528.0,"европейская, итальянская, авторская, средиземноморская",,True,True,"Ресторан, Банкетный зал",1,55.744916,37.661401,
Le carré,https://yandex.ru/maps/org/le_carr_/244028324414/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,2500-3000,4.9,1172.0,"Москва, Садовническая ул., 69",860 м,Павелецкая,310.0,51,597.0,"европейская, французская",30–35,True,True,"Ресторан, Кондитерская",1,55.737162,37.642384,
Levantine,https://yandex.ru/maps/org/levantine/41036000686/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,2000-2500,4.7,3062.0,"Москва, Новинский бул., 8",400 м,Смоленская,88.0,122,1318.0,"европейская, турецкая, авторская, смешанная, средиземноморская",,True,True,"Ресторан, Банкетный зал",1,55.75131,37.584622,
Leveldva,https://yandex.ru/maps/org/leveldva/21557310367/,Выходной,Выходной,Выходной,Выходной,18:00–03:00,18:00–03:00,Выходной,2500-3000,4.7,1247.0,"Москва, Большая Никитская ул., 12",660 м,Библиотека им. Ленина,118.0,0,469.0,"европейская, американская, итальянская, фьюжн, японская, авторская",,True,False,"Ресторан, Бар",1,55.756513,37.60646,
Лилу 5 элементов вкуса,https://yandex.ru/maps/org/lilu_5_elementov_vkusa/69279345974/,08:30–22:00,08:30–22:00,08:30–22:00,08:30–22:00,08:30–22:00,10:00–22:00,10:00–22:00,,4.8,90.0,"Москва, ул. Родченко, 2",1 км,ЗИЛ,98.0,0,80.0,,,True,False,Ресторан,1,55.698767,37.630733,
Linbistró,https://yandex.ru/maps/org/linbistr_/101563741477/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,,4.8,1335.0,"Москва, ул. Остоженка, 27, корп. 1",380 м,Парк культуры,516.0,20,788.0,европейская,до 17,True,True,"Ресторан, Бар",1,55.739058,37.596498,
Locanda,https://yandex.ru/maps/org/locanda/12724194730/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,,4.7,551.0,"Москва, Малая Никитская ул., 24, стр. 4",650 м,Баррикадная,188.0,55,325.0,итальянская,,True,False,Ресторан,1,55.759623,37.587039,
Londri,https://yandex.ru/maps/org/londri/57068201778/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,,4.9,1787.0,"Москва, Дмитровский пер., 11",570 м,Охотный Ряд,526.0,57,808.0,"европейская, итальянская, средиземноморская",,True,False,Ресторан,1,55.762743,37.617168,
Loro,https://yandex.ru/maps/org/loro/149296135368/,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–01:00,08:00–01:00,08:00–00:00,,4.8,2462.0,"Москва, Большая Никитская ул., 21/18с1",780 м,Арбатская,372.0,93,1046.0,"европейская, итальянская",,True,False,Ресторан,1,55.757182,37.600181,
Lucky Izakaya Bar,https://yandex.ru/maps/org/lucky_izakaya_bar/186496343704/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,5500-5500,4.9,3861.0,"Москва, Калашный пер., 9",740 м,Арбатская,481.0,86,1459.0,,,True,False,Ресторан,1,55.75709,37.599633,
М2 Органик клуб,https://yandex.ru/maps/org/m2_organik_klub/29297190581/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,1500-2500,4.9,1429.0,"Москва, ул. Спиридоновка, 34, стр. 1",980 м,Баррикадная,312.0,21,733.0,"европейская, авторская",,True,True,Ресторан,5,55.762601,37.590021,
Мандарин,https://yandex.ru/maps/org/mandarin/235240066628/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1000-1500,4.3,1034.0,"Москва, Таганская ул., 29, стр. 1",740 м,Марксистская,164.0,19,551.0,"грузинская, кавказская, восточная, азербайджанская, азиатская, аргентинская, еврейская, международная, мясная, рыбная, смешанная, киргизская, шашлык, европейская, японская",8–15,True,False,"Ресторан, Кафе",1,55.739645,37.667528,
Манки,https://yandex.ru/maps/org/manki/50840450527/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,1500-3000,4.9,439.0,"Москва, Николоямская ул., 38/23с3",740 м,Таганская,226.0,115,342.0,"европейская, паназиатская, русская, авторская, смешанная, халяльная, постная",20–25,True,False,"Ресторан, Кафе, Бар",2,55.746983,37.658203,
Margarita,https://yandex.ru/maps/org/margarita/165131493864/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–00:00,08:00–00:00,08:00–23:00,1000-1500,4.8,3105.0,"Москва, Малая Бронная ул., 28",780 м,Пушкинская,452.0,57,1200.0,"европейская, авторская",,True,False,"Кафе, Ресторан",1,55.763624,37.594288,
Мари Vanna,https://yandex.ru/maps/org/mari_vanna/1005244983/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,1500-2000,4.7,2349.0,"Москва, Малая Бронная ул., 20А",680 м,Пушкинская,383.0,68,1061.0,"русская, домашняя",,True,True,"Ресторан, Доставка еды и обедов, Кафе",1,55.76252,37.595492,
Maroon,https://yandex.ru/maps/org/maroon/103474119190/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–01:00,10:00–01:00,10:00–00:00,,4.9,3915.0,"Москва, Кутузовский просп., 2/1с6","1,18 км",Киевская,515.0,0,1642.0,арабская,,True,True,"Ресторан, Доставка еды и обедов",1,55.752328,37.566773,
Матрёшка,https://yandex.ru/maps/org/matryoshka/1687766924/,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,3000-3000,4.9,5460.0,"Москва, Кутузовский просп., 2/1с6","1,19 км",Киевская,512.0,95,2377.0,"русская, авторская, мясная, рыбная, национальная",,True,False,"Ресторан, Банкетный зал",2,55.752328,37.566773,
Maturo Tomato,https://yandex.ru/maps/org/maturo_tomato/108061805510/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,12:00–23:00,12:00–23:00,2600,4.7,1289.0,"Москва, Восточная ул., 7",750 м,Автозаводская,38.0,88,620.0,итальянская,,True,False,"Ресторан, Кафе",1,55.714749,37.660108,
Max's beef for money,https://yandex.ru/maps/org/max_s_beef_for_money/1224057130/,12:30–23:00,12:30–23:00,12:30–23:00,12:30–23:00,12:30–23:00,12:30–23:00,12:30–23:00,2000-2500,4.7,574.0,"Москва, Большой Козихинский пер., 4",550 м,Тверская,135.0,51,262.0,"европейская, французская, авторская, мясная",,True,False,Ресторан,1,55.762019,37.598645,
Maya,https://yandex.ru/maps/org/maya/136884364483/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,09:00–02:00,09:00–00:00,,4.8,2596.0,"Москва, Большая Никитская ул., 24/1с6",800 м,Арбатская,515.0,86,1268.0,"американская, латиноамериканская",,True,False,Ресторан,1,55.757187,37.602121,
Megobari,https://yandex.ru/maps/org/megobari/152456754668/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–06:00,12:00–06:00,12:00–00:00,1000-1500,4.7,3911.0,"Москва, ул. Маросейка, 15",300 м,Китай-город,600.0,111,1843.0,"грузинская, кавказская",,True,False,"Ресторан, Банкетный зал, Бар",3,55.757936,37.636769,
Megumi,https://yandex.ru/maps/org/megumi/1134856965/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,14:00–23:00,14:00–23:00,10000-11000,4.7,214.0,"Москва, Новинский бул., 8, стр. 2",320 м,Смоленская,79.0,2,87.0,"японская, азиатская",,True,True,Ресторан,1,55.750332,37.583957,
Метрополь,https://yandex.ru/maps/org/metropol/1152108873/,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,07:00–11:00,5200,4.9,1753.0,"Москва, Театральный пр., 2",220 м,Площадь Революции,215.0,110,500.0,"европейская, русская, авторская, смешанная",от 50,True,False,Ресторан,1,55.758448,37.621669,
MiMi,https://yandex.ru/maps/org/mimi/110948331824/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-1800,4.8,1052.0,"Москва, Большая Пироговская ул., 37-43кА",820 м,Спортивная,277.0,142,678.0,"грузинская, европейская, кавказская, мясная, смешанная, национальная, шашлык",,True,False,"Ресторан, Банкетный зал, Доставка еды и обедов",10,55.728753,37.564545,
Mitzva Bar,https://yandex.ru/maps/org/mitzva_bar/1310725286/,18:00–03:00,18:00–03:00,18:00–03:00,18:00–03:00,18:00–05:00,18:00–05:00,18:00–03:00,,4.9,5419.0,"Москва, Пятницкая ул., 3/4с1",410 м,Новокузнецкая,205.0,22,2277.0,"авторская, еврейская",18,True,True,"Бар, Ресторан",1,55.745498,37.627032,
Моди,https://yandex.ru/maps/org/modi/117002805060/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2000,4.5,1126.0,"Москва, Трубниковский пер., 11",730 м,Смоленская,177.0,0,628.0,"грузинская, европейская, кавказская, домашняя, международная, мясная, смешанная, национальная, шашлык, восточно-европейская",,True,False,"Ресторан, Доставка еды и обедов, Кафе",2,55.75324,37.586338,
Modus Restaurant,https://yandex.ru/maps/org/modus_restaurant/1110469127/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–02:00,10:00–02:00,10:00–00:00,1000-1500,4.8,6458.0,"Москва, 1-й пер. Тружеников, 6",830 м,Киевская,537.0,126,2417.0,"европейская, итальянская, фьюжн, паназиатская, русская, японская, авторская, азиатская, морская, смешанная, средиземноморская",,True,False,"Ресторан, Кафе",1,55.739042,37.574795,
Молли Гвиннз,https://yandex.ru/maps/org/molli_gvinnz/1091475239/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,,4.7,3330.0,"Москва, Пятницкая ул., 24",165 м,Новокузнецкая,153.0,47,1419.0,"европейская, английская",от 20,True,False,"Бар, Ресторан",2,55.741267,37.62828,
Молли Гвиннз,https://yandex.ru/maps/org/molli_gvinnz/1133454025/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–00:00,12:00–00:00,,4.7,1706.0,"Москва, ул. Коровий Вал, 11, стр. 1",410 м,Добрынинская,120.0,50,704.0,"европейская, английская",16–20,True,False,"Бар, Паб, Ресторан",2,55.728946,37.617806,
Молоко,https://yandex.ru/maps/org/moloko/1153949694/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,1300-1500,4.9,5755.0,"Москва, ул. Большая Дмитровка, 7/5с5",340 м,Охотный Ряд,641.0,53,2400.0,"европейская, фьюжн",от 46,True,False,"Кафе, Ресторан",1,55.76096,37.613844,
Molon Lave,https://yandex.ru/maps/org/molon_lave/1772640192/,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,09:00–00:00,3000-3500,4.8,5374.0,"Москва, Большая Грузинская ул., 39",770 м,Белорусская,581.0,85,2430.0,"греческая, морская, мясная, рыбная, национальная, шашлык",,True,True,"Ресторан, Банкетный зал, Кафе",1,55.77074,37.581343,
Moments,https://yandex.ru/maps/org/moments/1148302232/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1000-1500,4.9,2152.0,"Москва, Татарская ул., 7, стр. 1",350 м,Павелецкая,306.0,0,1074.0,"европейская, авторская",,True,False,"Ресторан, Бар",1,55.733675,37.638835,
Mr. Ливанец,https://yandex.ru/maps/org/mr_livanets/84212786682/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,2000-2500,4.9,3539.0,"Москва, Глинищевский пер., 3",360 м,Пушкинская,514.0,148,1719.0,"восточная, авторская, арабская, национальная, халяльная",до 20,True,False,"Ресторан, Кафе, Бар",1,55.76327,37.609775,
Муссон,https://yandex.ru/maps/org/musson/112399827337/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1800-1800,4.7,1148.0,"Москва, ул. Коровий Вал, 5",205 м,Добрынинская,134.0,89,593.0,"европейская, итальянская, авторская, морская, рыбная, смешанная, средиземноморская",,True,True,"Ресторан, Банкетный зал, Доставка еды и обедов",1,55.728854,37.62033,
Мятный Енот,https://yandex.ru/maps/org/myatny_yenot/144601553303/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,,5.0,435.0,"Москва, ул. Большая Полянка, 39, стр. 3",360 м,Полянка,302.0,126,260.0,"европейская, итальянская, кавказская, русская, азиатская, морская, шашлык, халяльная",,True,True,"Ресторан, Кальян-бар, Бар",1,55.734187,37.620088,
Мзиани,https://yandex.ru/maps/org/mziani/223318482168/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–23:00,1700,4.9,521.0,"Москва, Николоямская ул., 28/60",540 м,Таганская,147.0,0,390.0,"грузинская, кавказская",,True,False,"Ресторан, Бар",1,55.746922,37.654852,
Наши люди,https://yandex.ru/maps/org/nashi_lyudi/109671714020/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,10:00–21:00,10:00–21:00,450-450,4.4,252.0,"Москва, ул. Зацепа, 23",430 м,Павелецкая,55.0,36,135.0,"европейская, турецкая, паназиатская, восточная, азиатская",11–15,True,False,"Кафе, Ресторан, Бар",1,55.729478,37.632413,
Не Горюй!,https://yandex.ru/maps/org/ne_goryuy_/202406312704/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2000-4000,4.4,769.0,"Москва, Трубниковский пер., 11",740 м,Смоленская,155.0,71,463.0,грузинская,,True,True,Ресторан,1,55.75324,37.586338,
Нескучный,https://yandex.ru/maps/org/neskuchny/152199801639/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–00:00,12:00–00:00,12:00–23:00,,4.6,2228.0,"Москва, ул. Крымский Вал, 9, стр. 26",910 м,Шаболовская,313.0,0,1124.0,,,True,False,"Ресторан, Банкетный зал, Кафе",1,55.722629,37.598474,
New York Steakhouse,https://yandex.ru/maps/org/new_york_steakhouse/1799348808/,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,1000-2000,5.0,1281.0,"Москва, ул. Новый Арбат, 32",600 м,Смоленская,276.0,20,960.0,"европейская, смешанная",12–20,True,False,Ресторан,1,55.752987,37.580625,
Novikov,https://yandex.ru/maps/org/novikov/1254142092/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,5000-5000,4.7,1363.0,"Москва, Тверская ул., 3",66 м,Охотный Ряд,205.0,66,511.0,"европейская, американская, китайская, тайская, паназиатская, японская",,True,True,"Ресторан, Бар",1,55.757247,37.612856,
O2,https://yandex.ru/maps/org/o2/1211536708/,17:00–00:00,17:00–00:00,17:00–00:00,17:00–00:00,17:00–02:00,17:00–02:00,17:00–00:00,2500,4.9,1244.0,"Москва, Тверская ул., 3",95 м,Охотный Ряд,382.0,0,543.0,"морская, мясная, рыбная, смешанная, средиземноморская, авторская",,True,False,"Ресторан, Бар",1,55.757247,37.612856,
Оджахури,https://yandex.ru/maps/org/odzhakhuri/65194239482/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1000-1500,5.0,1626.0,"Москва, ул. Большая Якиманка, 32",530 м,Октябрьская,479.0,59,1392.0,"грузинская, авторская, шашлык",15–20,True,False,"Ресторан, Банкетный зал, Кафе",3,55.734744,37.612326,
Officina,https://yandex.ru/maps/org/officina/27250239980/,12:00–23:30,12:00–23:30,12:00–23:30,12:00–23:30,12:00–23:30,12:00–23:30,12:00–23:30,1200-1500,4.7,991.0,"Москва, ул. Забелина, 1",179 м,Китай-город,161.0,214,689.0,итальянская,34–37,True,False,"Ресторан, Организация мероприятий, Кафе",1,55.754649,37.637731,
Olluco,https://yandex.ru/maps/org/olluco/2573741895/,Выходной,17:00–00:00,17:00–00:00,17:00–00:00,17:00–00:00,17:00–00:00,17:00–00:00,15350-15350,4.9,1197.0,"Москва, Даев пер., 19",460 м,Сухаревская,509.0,0,608.0,"европейская, авторская",,True,False,"Ресторан, Банкетный зал, Бар",1,55.770259,37.637973,
Oltremare,https://yandex.ru/maps/org/oltremare/16453432229/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,09:00–02:00,09:00–00:00,7000-10000,4.8,1105.0,"Москва, Саввинская наб., 13","1,03 км",Киевская,290.0,13,478.0,"европейская, итальянская, авторская, морская, рыбная, средиземноморская",до 27,True,False,Ресторан,1,55.735545,37.567276,
Оригинал,https://yandex.ru/maps/org/original/33597515535/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–01:00,10:00–01:00,10:00–23:00,,4.9,539.0,"Москва, ул. Земляной Вал, 9А",530 м,Курская,414.0,0,343.0,,,True,False,"Ресторан, Бар, Ночной клуб",1,55.76207,37.659443,
Osteria Mario,https://yandex.ru/maps/org/osteria_mario/121039545623/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,2000-3000,4.7,1375.0,"Москва, Павелецкая площадь",135 м,Павелецкая,217.0,0,676.0,итальянская,,True,False,"Ресторан, Пиццерия, Кафе",14,55.730867,37.638773,
Оттепель,https://yandex.ru/maps/org/ottepel/1770224470/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–23:00,11:00–23:00,11:00–22:00,3500-5000,4.9,8309.0,"Москва, просп. Мира, 119, стр. 311","2,14 км",Ботанический сад,333.0,53,4103.0,"европейская, русская, авторская",,True,False,"Ресторан, Кафе",1,55.831352,37.618956,
Ovo,https://yandex.ru/maps/org/ovo/1913414597/,Выходной,13:00–23:00,13:00–23:00,13:00–23:00,13:00–23:00,14:00–23:00,Выходной,2500-7000,4.8,161.0,"Москва, Новинский бул., 8, стр. 2",310 м,Смоленская,77.0,0,75.0,итальянская,,True,True,Ресторан,1,55.750332,37.583957,
Padron,https://yandex.ru/maps/org/padron/150776184815/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,,5.0,1238.0,"Москва, Страстной бул., 7, стр. 1",180 м,Чеховская,457.0,68,708.0,"европейская, испанская, морская, мясная",,True,False,"Ресторан, Банкетный зал, Бар",1,55.76722,37.608284,
Палаццо Дукале,https://yandex.ru/maps/org/palatstso_dukale/1020117378/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,5000-8000,4.7,1034.0,"Москва, Тверской бул., 3",860 м,Пушкинская,214.0,0,337.0,итальянская,,True,False,"Ресторан, Банкетный зал, Кофейня",1,55.758357,37.598052,
Панчо Вилла,https://yandex.ru/maps/org/pancho_villa/1372654778/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–05:00,11:00–05:00,11:00–00:00,1500-2000,4.6,4407.0,"Москва, ул. Большая Якиманка, 52",310 м,Октябрьская,696.0,71,2043.0,"мексиканская, латиноамериканская, шашлык, итальянская, постная, национальная, рыбная, морская, домашняя, чешская, белорусская, французская, немецкая, греческая, русская, мясная, международная, смешанная, фьюжн, европейская, американская",1–15,True,True,"Ресторан, Банкетный зал, Караоке-клуб, Бар, Ночной клуб",1,55.731779,37.611473,
Панда,https://yandex.ru/maps/org/panda/31763786432/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.9,40.0,"Москва, Ленинский просп., 37А",13 м,Ленинский проспект,53.0,74,35.0,,,True,False,"Ресторан, Быстрое питание",1,55.708628,37.586634,
Панорама,https://yandex.ru/maps/org/panorama/149564323755/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,3500-5000,4.7,493.0,"Москва, Смоленская ул., 5",470 м,Смоленская,110.0,16,192.0,"европейская, итальянская, русская, авторская",,True,False,Ресторан,2,55.745291,37.580535,
Парка,https://yandex.ru/maps/org/parka/123697358879/,12:00–06:00,12:00–06:00,12:00–06:00,12:00–06:00,12:00–06:00,12:00–06:00,12:00–06:00,,4.7,3671.0,"Москва, Пятницкая ул., 24",139 м,Новокузнецкая,114.0,0,1596.0,"американская, европейская",23–30,True,True,"Бар, Ресторан, Кафе",1,55.741267,37.62828,
Паста и Баста,https://yandex.ru/maps/org/pasta_i_basta/1003282307/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2700,4.6,3117.0,"Москва, Сретенский бул., 4",300 м,Тургеневская,381.0,56,1788.0,итальянская,от 31,True,True,"Ресторан, Бар",1,55.766182,37.632116,
Paulaner,https://yandex.ru/maps/org/paulaner/44880575916/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,1500-2500,4.9,2937.0,"Москва, 1-й Казачий пер., 13",261 м,Полянка,393.0,9,1348.0,"европейская, немецкая, русская, авторская",,True,False,Ресторан,2,55.734805,37.619836,
Paulaner,https://yandex.ru/maps/org/paulaner/73886411433/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,1000-2500,4.8,7100.0,"Москва, Олимпийский просп., 18/1",950 м,Проспект Мира,425.0,0,2877.0,"европейская, немецкая, русская, авторская, международная",,True,True,"Пивоварня, пивоваренный завод, Магазин пива, Ресторан",2,55.785124,37.624049,
Peach,https://yandex.ru/maps/org/peach/93290608556/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,2500,4.9,3580.0,"Москва, Большой Саввинский пер., 12, стр. 10Г","1,4 км",Спортивная,68.0,114,1391.0,"европейская, паназиатская, авторская, смешанная",,True,False,"Ресторан, Кафе",1,55.732144,37.561544,
Пепе Неро,https://yandex.ru/maps/org/pepe_nero/1031533520/,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,08:00–23:00,1500-2000,4.4,612.0,"Москва, Кадашёвская наб., 26",740 м,Новокузнецкая,213.0,73,297.0,"европейская, итальянская, средиземноморская",10–20,True,True,"Ресторан, Кафе",1,55.744936,37.621983,
Piazza Italiana,https://yandex.ru/maps/org/piazza_italiana/185863274701/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,5000,4.7,743.0,"Москва, Пречистенская наб., 13, стр. 1",770 м,Парк культуры,62.0,0,249.0,"европейская, итальянская, авторская, континентальная, морская, мясная, рыбная, средиземноморская, национальная, постная",,True,False,Ресторан,1,55.738029,37.603972,
Пилзнер,https://yandex.ru/maps/org/pilzner/1020519408/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–01:00,12:00–00:00,14:00–00:00,2000-3000,4.6,7804.0,"Москва, Озерковская наб., 56",390 м,Павелецкая,651.0,0,3326.0,"европейская, чешская, русская",80,True,True,"Ресторан, Спортбар, Бар",4,55.733574,37.64109,
Пилзнер,https://yandex.ru/maps/org/pilzner/1276519295/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,2000-3000,4.5,3508.0,"Москва, ул. Покровка, 15/16с1",800 м,Чистые пруды,612.0,0,1568.0,"европейская, чешская, русская",40–45,True,True,"Ресторан, Спортбар, Бар",4,55.759405,37.644863,
Пилзнер,https://yandex.ru/maps/org/pilzner/45506660307/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–01:00,12:00–00:00,12:00–00:00,2000-3000,4.6,6364.0,"Москва, 1-я Тверская-Ямская ул., 7",350 м,Маяковская,621.0,0,2684.0,"европейская, чешская, русская",71,True,True,"Ресторан, Спортбар, Бар",4,55.771525,37.592815,
Pinch,https://yandex.ru/maps/org/pinch/1323784808/,08:30–00:00,08:30–00:00,08:30–00:00,08:30–00:00,08:30–00:00,08:30–00:00,08:30–00:00,2500-3500,4.7,3287.0,"Москва, Большой Палашёвский пер., 2",550 м,Пушкинская,335.0,104,1236.0,"европейская, американская, авторская, азиатская",,True,False,"Ресторан, Кафе, Бар",1,55.763326,37.5971,
Пироги Вино и Гусь,https://yandex.ru/maps/org/pirogi_vino_i_gus/65027615200/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,1500-2000,4.8,3464.0,"Москва, Цветной бул., 23, стр. 1",88 м,Цветной бульвар,503.0,70,1764.0,"европейская, авторская",,True,False,"Ресторан, Кафе, Пекарня",1,55.772527,37.620707,
Пицца 22 сантиметра,https://yandex.ru/maps/org/pitstsa_22_santimetra/54921714191/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:30,12:00–23:30,12:00–23:00,350-700,4.8,9207.0,"Москва, ул. Солянка, 1/2с1",214 м,Китай-город,517.0,52,4189.0,"европейская, итальянская",,True,False,"Пиццерия, Ресторан",2,55.754031,37.637524,
