name,link,monWT,tueWT,wedWT,thuWT,friWT,satWT,sunWT,avgBill,rating,rateAmount,adress,distMetro,metro,photoAmount,menuPositions,reviewsAmount
МосПлов,https://yandex.com/maps/org/mosplov/144853566534/,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,09:00–23:00,300-600,5.0,498,"ул. Сергия Радонежского, 2, Москва",470,Площадь Ильича,73,76,396
Мой двор,https://yandex.ru/maps/org/moy_dvor/41443953619/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–02:00,11:00–02:00,11:00–23:00,1000-1500,4.4,1175,"ул. Сталеваров, 3Л, стр. 4, Москва",2,Новогиреево,130,132,518
Mr. Bao,https://yandex.com/maps/org/mr_bao/69637698050/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,11:00–23:00,11:00–22:00,,4.4,16,"ул. Ленинская Слобода, 26, Москва",370,Автозаводская,22,негры,15
Mr. Help & Friends,https://yandex.ru/maps/org/mr_help_friends/1199541628/,15:00–00:00,15:00–00:00,15:00–00:00,15:00–00:00,15:00–06:00,16:00–06:00,16:00–00:00,,4.9,3055,"1-я Тверская-Ямская ул., 27, Москва",292,Белорусская,536,49,2291
Mr. Ливанец,https://yandex.ru/maps/org/mr_livanets/84212786682/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,2000-2500,4.9,3537,"Глинищевский пер., 3, Москва",360,Пушкинская,514,148,1717
Мтеби,https://yandex.ru/maps/org/mtebi/1298970994/,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,10:00–23:00,1000-1500,4.4,1294,"Каланчёвская ул., 4/2с1, Москва",205,Красные Ворота,204,153,656
Му-Му,https://yandex.com/maps/org/mu_mu/181806472830/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,,4.3,5024,"Баррикадная ул., 21/34с3, Москва",164,Краснопресненская,241,169,2349
Muchachos Taco Bar,https://yandex.ru/maps/org/muchachos_taco_bar/204421283051/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,450-1500,4.9,1011,"2-я Бауманская ул., 9/23к11Бс1В, Москва",1,Бауманская,404,46,786
Mũi Né,https://yandex.com/maps/org/mui_ne_kafe/6536989405/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,500-1500,4.8,941,"Ленинский просп., 99, Москва",107,Новаторская,199,15,571
Мунтерра,https://yandex.com/maps/org/munterra/11428851962/,10:00–03:00,10:00–03:00,10:00–03:00,10:00–03:00,10:00–06:00,10:00–06:00,10:00–03:00,,4.9,3230,"Большой Харитоньевский пер., 25, Москва",350,Красные Ворота,237,50,1330
Musafir,https://yandex.com/maps/org/musafir/65335346148/,11:00–01:00,11:00–01:00,11:00–01:00,11:00–01:00,11:00–01:00,12:00–01:00,12:00–01:00,1500-2500,4.3,353,"ул. Ватутина, 18, корп. 2, Москва",970,Кунцевская,103,27,199
Muse,https://yandex.ru/maps/org/muse/10686758642/,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,08:00–00:00,450-2500,4.5,2151,"Большая Никитская ул., 14/2с7, Москва",750,Библиотека им. Ленина,506,136,1113
Mushrooms,https://yandex.ru/maps/org/mushrooms/1099329091/,10:00–00:00,12:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,3500-4000,4.9,6979,"ул. Большая Якиманка, 22, Москва",450,Полянка,511,99,3160
Муссон,https://yandex.ru/maps/org/musson/112399827337/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,1800-1800,4.7,1148,"ул. Коровий Вал, 5, Москва",205,Добрынинская,134,100,592
Мясная карта,https://yandex.ru/maps/org/myasnaya_karta/71934650072/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2500-2500,4.6,160,"Смоленский бул., 15, Москва",810,Смоленская,126,66,104
Мясницкий,https://yandex.ru/maps/org/myasnitskiy/145651293516/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–02:00,12:00–02:00,12:00–00:00,,5.0,276,"Мясницкий пр., 2/1, Москва",173,Красные Ворота,168,0,187
Мясо на углях 24,https://yandex.ru/maps/org/myaso_na_uglyakh_24/141958974750/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,250-300,4.9,1121,"ул. Дзержинского, 11В, Реутов",1,Новокосино,30,28,642
Мясо&Рыба,https://yandex.ru/maps/org/myaso_ryba/1150043385/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,2700,4.7,2226,"Пресненская наб., 2, Москва",1,Деловой центр,107,148,1191
Мясо&Рыба,https://yandex.ru/maps/org/myaso_ryba/156286914225/,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,10:00–00:00,1500-2700,4.8,3237,"Автозаводская ул., 18, Москва",930,ЗИЛ,160,181,1773
Мясо&Рыба,https://yandex.ru/maps/org/myaso_ryba/19395904090/,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,Круглосуточно,2700-2700,4.9,7404,"Тверская ул., 23, стр. 1, Москва",330,Пушкинская,167,138,3392
Мясо-Шмясо,https://yandex.ru/maps/org/myaso_shmyaso/138530950345/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,11:00–22:45,11:00–22:45,10:00–22:00,900-1200,4.9,65,"пр. Невельского, 3, корп. 2, Москва",1,Авиамоторная,45,19,56
Мята Lounge,https://yandex.com/maps/org/myata_lounge/107535704049/,14:00–02:00,14:00–02:00,14:00–02:00,14:00–02:00,14:00–03:00,14:00–03:00,14:00–02:00,,4.9,767,"Зелёный просп., 8Б, Москва",660,Перово,93,44,406
Мята Lounge,https://yandex.ru/maps/org/myata_lounge/129655368798/,12:00–02:00,12:00–02:00,12:00–02:00,12:00–02:00,12:00–04:00,12:00–04:00,12:00–02:00,,5.0,1106,"Малая Семёновская ул., 30, стр. 8, Москва",232,Семёновская,185,0,658
Мята Lounge,https://yandex.ru/maps/org/myata_lounge/142250914490/,13:00–02:00,13:00–02:00,13:00–02:00,13:00–02:00,13:00–03:00,13:00–03:00,13:00–02:00,,5.0,758,"Первомайская ул., 110, Москва",1,Первомайская,105,0,556
Мята Lounge,https://yandex.ru/maps/org/myata_lounge/151034764041/,12:00–02:00,12:00–02:00,12:00–02:00,12:00–02:00,12:00–04:00,12:00–04:00,12:00–02:00,,5.0,1009,"просп. Мира, 24, Реутов",2,Новокосино,50,36,611
Мята Lounge,https://yandex.com/maps/org/myata_lounge/216308746722/,11:00–03:00,11:00–03:00,11:00–03:00,11:00–03:00,11:00–05:00,13:00–05:00,13:00–03:00,,5.0,854,"Новоданиловский пр., 4, Москва",950,Тульская,58,73,644
Мята Lounge,https://yandex.ru/maps/org/myata_lounge/3192664100/,12:00–02:00,12:00–02:00,12:00–02:00,12:00–02:00,12:00–03:00,12:00–03:00,12:00–02:00,,5.0,2169,"Новокузнецкая ул., 11/13, Москва",560,Новокузнецкая,247,0,1558
Мята Platinum,https://yandex.com/maps/org/myata_platinum/117504920607/,12:00–01:00,12:00–01:00,12:00–01:00,12:00–01:00,12:00–05:00,14:00–05:00,14:00–01:00,,5.0,178,"Часовая ул., 16, стр. 1, Москва",1,Аэропорт,125,77,133
Мята Platinum,https://yandex.com/maps/org/myata_platinum/12575712107/,11:00–01:00,11:00–01:00,11:00–01:00,11:00–01:00,11:00–04:00,11:00–04:00,11:00–01:00,,5.0,1171,"Воронцовская ул., 2/10с3, Москва",208,Марксистская,79,0,870
Мята Platinum,https://yandex.com/maps/org/myata_platinum/202180593282/,12:00–02:00,12:00–02:00,12:00–02:00,12:00–02:00,12:00–04:00,12:00–04:00,12:00–02:00,,5.0,2192,"Лесная ул., 35/2, Москва",400,Белорусская,134,37,1638
Мята Lounge,https://yandex.com/maps/org/myata_signature/190093931492/,12:00–02:00,12:00–02:00,12:00–02:00,12:00–02:00,12:00–03:00,12:00–03:00,12:00–02:00,,5.0,560,"Совхозная ул., 41, Москва",111,Люблино,89,47,406
Мята Platinum,https://yandex.com/maps/org/myata_signature/190406307656/,12:00–01:00,12:00–01:00,12:00–01:00,12:00–01:00,12:00–03:00,12:00–03:00,12:00–01:00,,5.0,819,"Смоленская ул., 6, Москва",320,Смоленская,29,0,616
Мятный Енот,https://yandex.ru/maps/org/myatny_yenot/144601553303/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,,5.0,435,"ул. Большая Полянка, 39, стр. 3, Москва",360,Полянка,302,126,260
Мзиани,https://yandex.com/maps/org/mziani/223318482168/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–00:00,11:00–00:00,11:00–23:00,1700,4.9,522,"Николоямская ул., 28/60, Москва",540,Таганская,147,0,389
На Басманной,https://yandex.ru/maps/org/na_basmannoy/1006029559/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,500,4.4,969,"Старая Басманная ул., 34, Москва",810,Бауманская,53,15,407
На Большевике,https://yandex.ru/maps/org/na_bolshevike/1130487309/,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,09:00–20:00,10:00–20:00,10:00–20:00,200-300,4.7,3182,"Ленинградский просп., 15, стр. 3, Москва",810,Белорусская,510,111,1806
На луне,https://yandex.com/maps/org/na_lune/51856796955/,Выходной,Выходной,20:00–06:00,20:00–06:00,20:00–06:00,20:00–06:00,20:00–06:00,2000-4000,4.6,3054,"Венёвская ул., 2А, Москва",720,Бульвар Адмирала Ушакова,154,108,1207
На новой волне,https://yandex.ru/maps/org/na_novoy_volne/1072966250/,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,18:00–06:00,,4.6,1135,"Балашиха, микрорайон Павлино, 21А",4,Некрасовка,73,негры,418
На вертолете,https://yandex.com/maps/org/na_vertolete/14491033516/,11:00–22:30,11:00–22:30,11:00–22:30,11:00–22:30,11:00–22:30,11:00–22:30,11:00–22:30,,5.0,649,"ул. Вертолётчиков, 13, Москва",890,Некрасовка,119,204,400
Nagoya,https://yandex.ru/maps/org/nagoya/40493659057/,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,11:00–22:00,450-890,4.8,4932,"Старокирочный пер., 16/2с1, Москва",750,Бауманская,981,221,2993
Нанг кафе,https://yandex.com/maps/org/nang_kafe/52960670092/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.5,90,"Щёлковское ш., 100, корп. 100, Москва",2,Щёлковская,55,67,56
Narnia,https://yandex.ru/maps/org/narnia/35188582333/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,2000-2500,4.9,2685,"Большая Бронная ул., 2/6, Москва",750,Тверская,567,91,1399
Наш двор,https://yandex.ru/maps/org/nash_dvor/1097150978/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–23:00,10:00–23:00,10:00–22:00,1200,4.4,673,"ул. 1905 года, 10, стр. 1, Москва",330,Улица 1905 года,84,46,262
Наш Вьетнам,https://yandex.com/maps/org/nash_vietnam/58655723388/,10:00–20:45,10:00–20:45,10:00–20:45,10:00–20:45,10:00–20:45,10:00–20:45,10:00–20:45,400-700,4.5,229,"Большая Семёновская ул., 16, Москва",54,Электрозаводская,73,37,144
Наша Булочка,https://yandex.com/maps/org/nasha_bulochka/133363944378/,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,09:00–19:00,,4.6,396,"Солдатский пер., 10, Москва",450,Лефортово,313,74,266
Наши люди,https://yandex.ru/maps/org/nashi_lyudi/109671714020/,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,09:00–21:00,10:00–21:00,10:00–21:00,450-450,4.4,252,"ул. Зацепа, 23, Москва",430,Павелецкая,55,36,135
НастойкиН,https://yandex.com/maps/org/nastoykin/158077838628/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,,5.0,1785,"Садовая-Спасская ул., 12/23с2, Москва",550,Красные Ворота,476,65,1228
НастойкиН,https://yandex.com/maps/org/nastoykin/45530373693/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–05:00,12:00–05:00,12:00–00:00,1000-1500,5.0,2199,"Нижняя Красносельская ул., 13, стр. 1, Москва",370,Красносельская,511,60,1591
Натахтари,https://yandex.ru/maps/org/natakhtari/113495126716/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,1000-1500,4.6,3850,"ул. Маросейка, 6-8с1, Москва",205,Китай-город,335,247,1886
Натахтари,https://yandex.ru/maps/org/natakhtari/116440506109/,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,11:00–23:00,1000-1500,4.8,1531,"Щёлковское ш., 75, Москва",43,Щёлковская,59,105,925
Натахтари,https://yandex.ru/maps/org/natakhtari/167284627618/,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,11:00–00:00,1000-2000,4.7,2670,"ул. Сретенка, 24/2с1, Москва",310,Сухаревская,305,166,1313
Не Горюй!,https://yandex.com/maps/org/ne_goryuy_/202406312704/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,2000-4000,4.4,762,"Трубниковский пер., 11, Москва",740,Смоленская,154,71,457
Небо Лаундж,https://yandex.com/maps/org/nebo_lounge/215406782346/,12:00–05:00,12:00–05:00,12:00–05:00,12:00–05:00,12:00–05:00,12:00–05:00,12:00–05:00,,4.8,1674,"Пресненская наб., 6, стр. 2, Москва",132,Деловой центр,190,0,1104
Нескучный,https://yandex.ru/maps/org/neskuchny/152199801639/,12:00–23:00,12:00–23:00,12:00–23:00,12:00–23:00,12:00–00:00,12:00–00:00,12:00–23:00,,4.6,2228,"ул. Крымский Вал, 9, стр. 26, Москва",910,Шаболовская,313,негры,1123
New York Steakhouse,https://yandex.ru/maps/org/new_york_steakhouse/1799348808/,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,07:00–23:00,1000-2000,5.0,1280,"ул. Новый Арбат, 32, Москва",600,Смоленская,276,20,959
NEзаGORAMI,https://yandex.ru/maps/org/nezagorami/99086951804/,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,12:00–00:00,1500-2500,4.5,2327,"Марксистская ул., 7, Москва",620,Пролетарская,295,73,1232
Nghe,https://yandex.com/maps/org/nghe/5475645744/,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,10:00–22:00,,4.3,14,"Святоозёрская ул., 1А, Москва",600,Улица Дмитриевского,20,0,10
Ngon,https://yandex.com/maps/org/ngon/128047154424/,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,10:00–20:00,300-700,4.5,1084,"Автозаводская ул., 23, стр. 931, корп. 5, Москва",530,Технопарк,60,43,634
Ngon,https://yandex.com/maps/org/ngon/191102982358/,10:30–21:30,10:30–21:30,10:30–21:30,11:00–23:00,11:00–23:00,10:30–21:30,10:30–21:30,700-700,5.0,359,"Нижняя Красносельская ул., 35, стр. 59, Москва",580,Бауманская,53,36,309
Ngon,https://yandex.com/maps/org/ngon/202577881568/,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,399-600,4.7,535,"Краснопролетарская ул., 16, стр. 1, Москва",620,Новослободская,63,43,400
